Insulation,Temperature,Num_Occupants,Avg_Age,Home_Size,Prediction
6,51,4,25.4,3,132.38
5,89,1,24.1,3,134.14
10,78,7,72.7,2,300.57
8,51,6,38.5,4,187.56
5,65,7,54.8,8,239.93
5,53,1,30.8,7,153.91
4,85,7,65.8,3,255.72
4,45,7,69.1,4,262.26
6,88,6,29.6,4,162.01
3,68,4,37.2,7,170.23
3,44,2,41.9,6,174.98
9,49,3,38.2,4,187.31
4,60,8,50.9,6,217.19
3,42,7,22.0,2,106.89
8,78,3,34.3,1,167.32
2,40,1,36.5,3,142.06
10,90,6,48.1,8,245.69
4,89,6,23.5,6,143.4
9,81,2,23.5,7,160.5
2,83,2,47.2,8,199.33
9,66,4,47.3,2,212.57
3,78,6,72.9,8,286.75
5,68,8,54.9,3,225.59
7,54,3,58.0,1,229.44
4,89,6,50.3,4,211.02
8,39,8,25.8,5,152.54
3,58,6,24.3,8,135.11
10,40,6,50.2,2,224.37
2,67,9,61.7,6,243.2
8,89,3,48.1,7,229.17
5,66,9,56.8,2,229.03
6,59,10,66.2,3,265.85
7,76,8,17.8,4,133.04
6,90,10,60.7,1,247.48
4,83,6,68.4,3,262.1
6,69,2,39.2,8,191.38
7,56,2,61.3,3,245.16
6,46,8,39.2,5,185.26
3,41,4,24.8,3,114.86
5,41,8,26.5,8,150.75
4,83,7,50.3,7,221.11
9,52,2,17.1,6,129.42
6,86,1,30.6,1,148.59
8,76,10,66.9,2,276.84
7,84,2,66.8,6,276.32
5,65,6,65.9,8,272.63
4,48,3,55.0,5,218.33
3,73,4,44.3,5,186.2
6,68,4,43.9,4,194.97
7,73,3,24.3,3,139.84
3,54,10,69.3,3,260.24
3,44,3,68.4,8,263.61
2,65,1,53.5,7,211.16
9,79,9,58.3,3,257.76
6,83,7,15.5,8,136.03
6,59,2,24.3,2,125.93
6,38,2,26.6,1,124.93
9,87,9,53.8,7,258.38
3,74,9,68.3,1,252.81
2,82,2,72.9,8,277.72
4,76,6,19.7,3,119.26
3,53,10,61.5,1,229.76
8,44,4,16.4,4,116.87
2,58,5,29.6,7,141.92
10,65,7,16.9,7,147.49
4,63,5,61.4,3,236.24
9,65,5,21.5,2,137.68
7,82,4,16.4,1,117.55
8,58,9,66.6,7,288.15
3,76,5,66.5,7,262.34
9,74,7,54.1,6,251.45
10,49,4,69.7,8,302.65
6,55,1,46.4,3,193.52
2,38,8,53.9,6,213.18
9,51,4,66.7,1,266.18
10,75,8,59.6,3,264.54
5,67,6,37.9,3,170.97
3,70,9,31.6,1,141.73
9,86,7,71.2,7,308.96
2,46,10,24.5,3,117.47
9,80,8,35.5,6,197.24
6,71,1,55.2,3,222.99
2,89,8,17.3,7,123.62
10,56,6,59.3,6,267.9
8,46,7,66.3,6,279.41
6,84,10,31.1,1,160.38
10,77,10,58.7,3,264.58
5,39,5,37.3,6,173.2
9,48,5,34.3,8,190.79
3,83,10,70.3,1,261.62
10,64,4,44.7,4,215.53
9,87,9,26.9,3,168.51
9,80,1,65.2,2,265.81
6,81,7,50.0,7,229.25
8,55,5,50.3,3,219.78
8,86,9,16.3,2,132.48
3,44,6,19.0,3,100.57
8,81,4,65.7,3,269.82
5,39,5,39.8,4,174.29
5,48,3,64.8,7,259.54
3,71,10,18.1,4,116.65
10,58,9,32.8,1,174.53
7,73,7,34.7,1,167.28
5,79,3,52.3,5,219.77
2,51,8,45.7,1,174.08
5,57,3,62.0,6,249.15
6,42,6,23.4,6,137.1
8,61,2,35.0,1,163.72
10,45,1,20.6,8,148.16
6,76,10,53.5,8,246.12
4,66,9,56.4,1,219.84
4,81,4,51.4,4,210.61
10,50,5,51.4,7,244.81
6,73,2,21.9,5,133.83
8,63,9,20.0,2,133.48
2,40,5,51.4,7,205.68
2,67,10,32.0,8,160.16
8,40,5,68.8,8,289.4
4,90,3,34.7,1,154.62
5,84,9,29.7,2,154.01
8,63,6,27.2,4,155.56
10,49,1,68.0,5,283.91
8,84,1,25.0,6,156.94
5,76,8,44.2,3,194.16
9,82,7,40.0,3,200.33
5,59,5,67.1,4,260.99
4,89,3,22.0,4,129.66
2,46,7,34.6,4,147.92
2,67,4,40.3,6,171.59
5,84,1,34.4,4,162.49
2,46,10,20.4,6,114.91
10,64,10,43.7,4,219.89
5,45,7,59.5,2,231.3
5,64,3,25.4,4,133.41
5,69,7,56.7,6,239.83
5,46,9,57.2,1,223.57
4,66,4,70.1,8,278.47
2,60,4,37.3,6,161.28
4,60,6,57.7,4,228.97
4,48,3,37.8,7,172.29
8,74,4,67.1,1,266.41
10,68,10,52.0,8,259.01
7,70,3,43.8,5,201.72
6,79,7,18.8,3,128.16
8,72,3,15.5,2,117.53
5,58,10,60.0,4,245.31
6,75,9,63.6,4,262.52
2,38,4,44.9,8,187.51
10,58,3,34.1,3,177.64
6,81,8,53.8,4,232.29
10,76,10,51.3,6,251.61
9,68,2,72.9,6,301.78
2,77,3,72.2,3,259.62
6,70,8,32.5,2,159.77
5,41,5,30.0,1,134.83
9,84,8,72.4,1,293.9
10,47,9,30.1,4,174.32
4,52,10,55.8,1,216.94
2,40,3,25.1,6,119.51
4,38,1,45.9,3,179.86
9,43,6,54.5,5,243.16
4,80,5,64.5,4,251.73
2,84,10,39.8,5,177.75
7,59,8,23.8,4,142.5
5,63,3,44.9,4,191.29
2,62,3,32.0,3,134.57
9,72,6,35.3,5,189.14
10,45,3,16.0,2,117.96
9,57,2,19.5,8,143.79
9,67,4,22.1,7,153.86
4,71,3,37.4,3,161.81
6,84,2,30.0,4,156.53
8,68,8,34.7,1,171.72
2,81,6,25.1,3,126.63
6,80,9,68.8,6,285.77
2,88,1,32.3,6,151.2
7,51,6,15.0,7,122.48
3,85,2,41.3,7,183.26
9,55,1,30.4,4,161.96
4,55,8,38.2,2,164.46
7,84,2,52.2,2,218.58
4,75,8,33.0,2,153.58
2,62,1,32.3,7,145.88
7,58,4,28.2,6,156.58
10,69,5,56.8,3,251.3
6,88,8,36.8,6,189.61
4,40,5,35.2,4,155.7
8,52,9,51.0,2,223.11
4,80,4,26.1,2,132.25
2,81,3,31.0,4,141.52
10,71,10,46.1,8,241.45
6,45,10,35.7,2,167.05
5,88,4,70.2,8,287.01
2,44,2,43.2,2,161.14
10,52,6,71.3,2,290.8
2,77,2,64.4,6,244.38
10,60,2,22.1,5,147.56
5,39,3,28.9,3,135.22
2,59,6,61.4,8,243.83
6,53,5,44.5,5,198.89
4,46,5,64.0,6,251.27
8,79,5,31.5,6,177.24
3,60,5,36.7,2,152.28
10,86,2,53.9,8,257.84
3,65,10,64.1,7,259.42
4,71,7,65.3,5,258.49
5,60,7,38.5,1,166.36
3,69,3,39.1,7,174.97
7,55,2,38.5,3,175.31
7,75,1,30.0,4,156.25
6,62,5,44.2,4,196.15
7,79,3,69.3,2,271.28
8,68,5,36.3,1,172.66
5,73,6,45.3,2,191.29
9,57,6,30.9,8,183.08
7,50,8,66.2,3,266.49
7,82,8,19.5,1,130.83
9,88,8,42.1,1,203.15
7,72,6,58.7,2,241.49
10,56,3,55.9,3,243.98
5,41,4,17.5,5,108.47
9,39,4,39.9,2,185.58
8,70,7,68.6,6,290.46
7,47,3,42.8,7,201.49
5,88,8,21.6,1,129.85
7,62,1,43.0,1,182.39
4,45,1,27.6,6,134.87
3,78,10,57.1,8,243.38
7,52,3,53.2,5,227.55
7,73,1,45.0,3,196.83
6,54,5,53.5,2,216.75
3,54,7,68.6,8,270.97
8,71,3,54.0,5,237.76
8,60,2,35.7,1,165.7
6,77,3,61.4,7,258.52
10,70,7,67.5,4,289.93
8,88,9,52.7,3,237.4
6,87,2,23.2,8,151.74
7,50,1,25.9,3,134.73
6,73,2,68.3,4,267.88
10,60,6,28.4,1,158.26
4,50,10,61.0,6,248.83
2,79,6,21.0,4,118.01
9,84,8,64.9,1,270.96
10,81,9,42.4,8,230.52
8,82,10,22.1,6,159.71
2,73,6,38.2,2,156.0
10,89,7,44.7,4,223.43
8,74,3,20.8,1,129.37
3,71,1,47.8,1,179.73
10,77,1,42.0,8,218.76
5,49,2,17.9,3,103.47
2,51,8,69.6,8,269.99
7,38,6,72.9,6,290.16
7,61,2,63.4,8,268.78
2,82,1,22.9,3,114.93
10,72,8,15.2,3,134.81
4,54,7,28.4,8,152.73
9,83,8,18.4,2,140.13
7,81,6,44.8,1,197.24
8,47,5,39.9,4,189.96
6,56,4,21.2,4,124.87
6,54,10,72.8,8,301.43
3,76,7,57.4,2,220.62
5,39,3,32.0,1,138.15
3,50,4,21.0,2,102.68
5,86,10,55.7,5,239.96
9,66,10,17.6,1,130.92
4,67,4,19.0,1,105.4
9,56,7,60.9,1,252.97
4,79,9,26.7,7,154.76
10,44,2,15.7,4,121.7
2,63,4,26.9,6,130.97
7,42,1,56.5,7,240.1
10,59,9,55.5,1,244.1
7,57,10,28.6,2,152.01
7,61,3,46.6,8,218.64
9,75,1,41.5,4,199.13
9,86,6,25.0,1,153.32
8,54,10,64.3,1,261.94
7,40,7,26.8,3,143.28
9,62,2,71.3,4,289.36
8,45,2,47.7,4,209.79
6,72,4,36.4,5,175.96
6,88,2,55.3,1,220.72
7,87,1,56.5,7,247.36
10,61,4,65.0,5,280.4
2,84,6,44.7,2,177.69
3,39,1,46.4,7,189.97
5,83,8,64.5,3,257.36
7,76,6,36.4,3,177.87
2,89,5,44.8,1,175.1
5,38,3,40.8,8,187.81
8,86,8,35.7,4,188.77
7,41,1,35.1,4,164.69
9,44,5,70.1,2,279.3
6,48,8,61.2,2,242.92
4,63,5,60.9,3,234.71
3,38,6,49.8,6,203.07
4,90,4,21.0,2,122.62
6,46,7,50.8,7,226.04
5,63,9,24.7,4,138.66
10,48,2,43.3,4,206.2
3,47,8,31.8,7,155.27
6,39,2,55.1,6,228.61
4,55,8,30.2,1,136.72
4,38,1,67.1,5,250.26
9,51,8,46.5,2,212.64
7,88,1,20.4,8,147.9
3,60,8,63.3,8,256.96
5,83,3,72.1,1,267.81
7,49,8,54.7,3,231.29
6,71,2,25.2,3,135.77
10,70,2,48.0,8,237.22
10,64,9,59.0,3,262.16
3,70,1,73.0,5,269.71
3,39,2,41.2,6,172.03
2,45,5,40.7,1,154.12
6,64,5,32.5,5,163.97
8,68,8,27.9,7,170.53
9,86,8,18.4,1,138.23
3,63,6,45.5,8,200.55
10,55,5,38.4,4,196.05
10,70,9,36.1,2,189.84
7,84,2,33.3,5,172.72
8,69,10,72.7,7,309.81
4,38,2,25.9,7,133.05
9,38,10,20.7,5,143.94
5,74,4,52.3,8,230.03
6,68,3,46.8,6,209.15
2,79,8,65.1,6,254.3
10,40,1,65.7,8,282.89
9,69,10,37.7,2,191.11
7,59,2,21.0,3,124.43
10,79,8,28.9,6,182.93
3,75,1,19.6,7,119.99
6,61,9,62.2,8,269.07
2,77,7,51.4,8,217.4
7,73,1,46.7,6,211.87
8,40,5,41.7,6,200.88
3,69,3,37.3,1,150.22
2,65,4,67.6,2,241.59
3,53,9,16.6,5,107.47
6,56,2,16.2,2,103.1
3,48,4,29.8,4,134.55
10,74,2,70.9,5,298.05
10,64,5,60.3,7,274.29
10,82,9,72.2,3,305.44
9,75,4,64.1,1,262.1
5,78,8,67.6,1,259.47
7,56,4,27.4,2,141.02
4,39,2,67.2,1,238.56
5,70,7,42.4,4,189.72
5,89,10,42.0,4,196.2
6,65,6,69.2,4,274.32
10,48,6,45.8,1,208.96
7,53,9,31.9,8,179.81
8,79,3,68.6,8,293.52
3,39,5,52.3,6,209.68
2,76,4,71.9,6,269.63
3,90,2,16.7,6,116.35
3,39,2,33.9,2,136.61
8,81,7,62.8,7,277.77
7,63,3,48.5,7,221.5
4,83,7,20.5,6,134.38
4,90,5,69.0,4,267.1
7,56,7,16.6,3,117.85
6,81,2,20.8,3,127.99
10,47,5,16.1,1,118.18
6,40,4,39.9,8,191.31
3,88,4,36.6,2,158.71
2,59,8,47.1,4,189.48
5,71,6,72.3,3,276.78
7,48,8,34.4,4,172.32
6,67,1,35.3,5,168.08
3,57,10,31.6,1,139.09
3,54,2,46.1,6,189.44
3,81,8,37.6,7,178.82
3,73,10,72.9,6,284.34
7,70,9,19.2,6,141.7
7,38,4,22.5,2,122.83
5,40,9,34.4,2,156.34
9,64,3,21.1,1,130.72
10,39,1,34.4,4,176.29
7,53,1,41.3,3,182.3
10,69,5,72.3,7,311.79
4,56,2,61.9,8,249.31
4,58,10,16.1,5,113.77
7,45,5,28.0,4,148.56
6,82,6,20.9,3,133.63
4,60,3,56.1,2,213.79
5,48,6,23.2,8,139.32
8,73,6,68.6,5,286.43
8,56,1,21.7,5,134.83
8,82,8,50.8,3,229.38
8,90,7,63.1,7,280.14
7,80,6,26.6,1,146.36
9,71,2,69.4,3,281.73
4,77,9,16.8,3,115.71
6,58,6,67.3,7,277.2
4,41,1,28.8,2,124.8
6,67,10,65.9,5,272.77
5,90,1,53.1,1,208.38
6,43,6,41.1,7,194.66
7,87,4,58.6,7,257.5
3,48,1,64.1,3,232.36
4,51,9,27.7,5,142.76
5,43,9,63.0,2,243.78
9,84,2,64.8,8,286.16
6,84,5,31.5,1,155.21
6,75,6,34.7,7,180.29
7,60,8,34.8,4,175.48
6,69,2,34.1,3,159.85
7,81,2,24.5,4,145.24
3,89,2,56.6,3,217.33
2,82,5,63.6,6,246.47
9,53,4,59.3,5,256.98
8,52,5,40.0,7,200.9
7,49,10,16.6,6,127.92
6,76,3,46.4,2,196.11
6,46,2,30.1,4,146.75
5,74,3,47.9,5,205.52
10,41,7,59.1,2,252.51
2,58,10,15.6,6,106.59
7,60,9,41.6,7,207.33
9,53,5,72.6,4,295.62
6,77,1,32.8,1,151.04
8,64,4,44.3,4,204.93
5,45,5,28.9,6,148.48
10,43,3,63.9,8,282.63
4,48,3,27.8,5,135.17
2,70,6,17.8,7,115.09
4,58,7,50.0,7,216.15
4,85,9,61.4,3,244.75
10,47,8,16.9,3,130.21
3,63,5,36.2,8,170.87
9,50,10,34.7,3,182.14
6,76,3,19.3,1,117.3
6,55,3,67.8,1,254.84
4,49,10,48.7,5,207.88
9,77,3,59.5,3,253.68
9,67,1,64.6,3,265.17
10,72,7,35.6,1,183.46
10,71,5,39.2,4,201.08
7,62,4,67.4,6,277.1
2,38,7,27.6,8,138.32
3,52,6,18.7,4,105.89
6,72,3,27.8,6,153.33
10,70,10,18.3,2,141.79
2,47,9,57.7,1,211.18
9,38,6,20.5,8,148.1
2,70,6,33.3,4,147.23
9,53,9,25.7,1,147.57
4,51,9,34.3,4,159.67
7,49,7,42.4,5,198.99
4,75,7,18.6,5,123.23
9,38,4,26.6,1,141.48
3,87,1,29.5,2,135.76
10,61,7,29.4,1,162.62
10,59,3,30.0,5,171.81
6,52,5,69.2,2,264.42
10,83,6,18.2,4,147.61
6,44,6,15.3,8,119.25
6,82,7,48.8,5,219.2
8,46,6,68.7,3,275.6
4,61,3,32.1,6,153.69
7,83,9,53.3,6,243.55
9,59,5,21.5,7,150.67
9,82,6,23.3,1,147.27
8,57,4,36.0,3,175.15
6,83,8,19.2,3,132.01
7,68,8,37.4,4,184.73
2,77,7,67.4,4,253.21
4,63,10,22.8,5,133.45
4,58,1,42.3,7,185.2
10,80,4,35.3,7,199.49
10,46,2,38.6,2,184.96
8,59,2,40.2,3,185.84
5,67,7,17.4,3,115.36
6,78,5,26.2,1,138.85
10,48,7,38.7,8,211.4
9,64,10,54.7,6,255.38
5,47,6,66.1,7,267.02
9,61,7,56.4,1,240.02
3,75,9,37.9,4,170.07
3,50,4,69.2,2,248.72
7,42,7,53.1,4,227.25
10,59,4,71.0,1,285.31
10,58,5,21.3,5,148.35
3,52,1,48.6,1,179.11
7,72,10,58.4,2,245.51
9,59,2,16.8,2,119.16
10,68,9,46.9,5,232.36
8,62,4,45.6,2,202.04
5,65,5,38.1,2,166.75
8,64,2,29.9,8,171.52
7,59,10,61.3,3,255.55
4,81,5,28.6,7,155.58
7,43,8,15.4,8,126.48
5,87,6,59.6,4,243.82
6,58,4,24.9,8,148.35
5,50,6,22.4,2,118.19
10,56,1,18.4,1,122.44
2,56,7,18.0,1,93.36
5,53,2,58.4,3,226.42
2,60,8,34.9,2,145.79
2,89,2,52.3,4,202.77
10,70,10,27.4,4,172.2
9,53,6,16.5,2,121.03
10,83,6,64.2,7,290.52
5,81,2,50.8,5,214.26
3,70,7,26.0,6,139.47
5,68,2,70.4,7,278.63
3,89,6,46.3,3,191.36
10,81,9,68.0,3,292.43
5,61,6,18.0,1,107.35
4,52,10,32.2,7,164.46
4,63,9,16.8,5,116.31
5,75,6,37.5,2,168.44
4,42,2,67.8,8,264.87
4,52,3,42.4,7,187.0
7,43,5,47.4,5,210.83
4,70,2,51.6,7,216.8
7,86,1,65.9,3,262.81
9,66,4,17.3,7,140.76
4,76,8,41.4,3,180.91
8,71,9,22.9,7,159.33
5,46,2,53.6,4,213.9
7,48,8,40.0,4,189.45
5,48,5,18.3,2,104.87
4,73,4,26.0,6,141.33
10,86,8,63.8,5,285.71
7,62,7,37.9,4,184.05
5,86,2,60.1,1,230.37
9,53,1,33.0,1,159.76
6,82,4,47.5,7,218.06
7,65,8,24.3,4,145.99
2,89,9,33.8,1,150.49
5,56,3,33.4,2,148.45
4,49,8,61.3,1,230.73
2,51,5,15.6,7,100.65
4,79,10,46.1,2,194.96
9,75,2,66.5,4,276.79
9,82,6,61.6,6,274.45
3,73,8,51.4,7,219.4
5,58,8,49.0,8,222.29
5,59,7,25.9,2,131.95
2,63,6,43.9,4,177.87
9,62,4,23.8,6,153.83
2,71,2,38.5,8,170.8
10,64,8,42.4,6,219.99
2,85,1,21.2,3,111.6
4,47,9,25.7,8,145.81
3,51,3,38.0,4,158.88
7,63,5,69.7,3,275.69
4,63,6,27.1,7,145.9
8,76,4,70.5,5,290.25
9,64,9,53.5,8,257.02
9,65,10,65.5,6,288.57
9,39,6,63.2,7,274.85
2,40,1,63.9,5,232.04
3,52,4,25.4,2,115.66
9,75,1,20.8,2,134.71
4,86,3,37.9,3,167.59
4,63,5,60.7,2,230.82
10,88,1,34.8,2,181.43
9,47,1,26.6,8,162.14
8,89,5,68.5,8,297.3
2,39,1,52.0,5,195.8
7,49,9,53.7,5,236.01
3,83,9,53.0,6,223.87
6,57,4,44.5,2,188.48
7,49,3,37.2,7,184.69
6,71,2,45.0,6,202.9
4,82,10,38.9,4,180.73
7,38,4,32.4,2,153.1
8,83,3,72.3,6,298.91
3,65,2,57.0,7,227.8
8,58,3,54.5,3,230.64
6,77,10,61.3,6,263.59
9,74,8,58.9,7,270.64
5,58,2,40.9,2,170.46
2,41,10,18.8,8,115.57
5,82,3,58.2,4,235.01
3,54,5,20.1,2,103.1
4,64,7,64.4,1,241.5
6,40,10,50.9,6,225.54
6,38,10,67.0,2,259.96
8,90,6,72.2,8,310.01
7,60,1,48.5,3,205.44
3,53,6,45.6,2,179.6
2,50,10,58.5,1,215.37
8,49,5,52.0,8,240.38
4,39,3,21.1,3,106.68
7,71,7,24.8,7,157.43
7,83,1,62.2,2,247.74
2,53,3,69.0,3,245.96
3,56,9,55.8,8,234.62
3,74,4,54.3,3,210.37
2,69,10,20.7,6,124.36
6,83,3,15.2,6,124.22
4,71,7,23.8,3,129.43
2,40,1,24.3,3,104.77
10,49,10,31.6,3,177.19
3,74,5,41.5,7,185.58
3,76,4,47.6,4,193.49
10,85,10,23.1,2,160.34
10,40,1,53.0,5,236.59
2,82,1,43.7,6,180.67
10,70,4,63.7,6,281.15
2,69,7,52.4,8,219.16
6,64,1,34.0,7,170.17
6,85,9,72.6,3,288.38
5,70,3,36.7,2,161.1
9,52,8,37.2,3,187.64
10,81,1,56.5,2,244.08
9,75,1,50.4,1,216.49
9,52,10,45.1,4,217.54
6,42,10,26.0,6,149.99
3,63,5,65.8,1,238.43
7,83,9,41.9,1,193.13
9,77,9,15.3,6,142.95
4,48,3,65.7,1,237.87
2,72,8,56.4,3,216.75
6,49,10,59.9,1,238.22
6,51,10,67.4,8,284.45
7,71,6,34.8,1,165.8
5,77,8,19.1,2,121.98
7,47,7,21.6,5,135.06
7,70,3,47.0,5,211.5
10,73,6,53.9,8,260.68
2,72,10,66.9,3,251.32
4,49,8,52.9,1,205.16
10,39,3,36.7,1,175.98
4,61,7,24.1,7,138.4
2,42,3,68.5,3,241.94
9,74,7,66.0,1,271.48
10,60,6,70.6,4,296.56
6,51,7,68.9,1,262.4
9,51,5,35.1,7,190.44
8,42,7,51.1,5,229.15
2,39,2,59.8,8,230.57
10,60,4,34.3,5,186.36
10,75,10,72.1,5,311.78
9,52,4,15.0,5,123.21
9,84,9,38.3,6,207.59
8,80,5,65.6,7,283.7
7,50,5,63.3,5,260.59
6,74,7,64.6,5,266.22
6,44,1,48.8,6,208.92
3,61,8,66.4,5,256.78
6,60,3,53.4,2,214.93
2,69,8,65.0,1,235.98
3,82,3,45.3,2,179.82
6,50,4,24.0,7,141.03
7,86,6,17.2,2,126.75
8,76,10,40.3,8,215.14
5,46,5,68.3,1,252.42
7,78,4,72.7,5,292.6
8,78,5,63.7,5,271.02
5,60,5,16.8,2,105.55
6,74,2,43.9,5,196.74
2,67,2,35.3,7,157.1
6,90,5,18.0,1,121.72
3,55,7,48.5,6,203.12
8,44,2,26.9,1,136.2
2,65,10,64.1,6,251.45
4,44,8,27.4,2,129.65
8,67,5,43.0,2,196.13
5,88,2,34.7,2,160.05
8,83,6,38.5,6,199.62
9,84,8,35.6,5,195.6
7,39,2,35.0,8,178.38
4,67,9,25.3,1,128.32
10,72,1,28.4,4,164.71
2,68,7,27.6,4,132.48
3,88,2,36.0,2,154.61
6,48,2,72.0,8,288.24
5,50,4,31.5,8,162.55
4,86,9,47.0,6,210.7
10,76,6,33.0,1,175.92
9,52,2,48.9,1,209.45
5,43,8,53.1,5,222.52
4,46,3,16.2,5,100.65
9,50,4,55.0,4,240.08
6,89,2,54.5,5,231.56
3,53,7,68.4,1,247.16
10,69,5,65.4,7,290.69
2,88,2,28.0,1,125.97
4,41,4,21.7,8,126.44
3,69,2,37.9,4,160.23
6,48,9,43.2,7,205.6
9,49,1,54.7,3,232.01
10,68,10,64.3,3,280.25
10,40,4,21.1,3,136.22
2,86,4,47.0,3,185.44
2,86,4,38.8,5,168.39
2,70,7,58.0,8,236.45
7,76,2,50.0,3,213.84
6,39,1,39.9,3,171.07
4,71,7,18.4,2,112.11
5,42,7,63.7,8,263.17
2,46,5,53.9,3,201.18
2,67,9,31.4,1,135.6
3,70,10,72.2,1,265.33
10,43,2,30.5,3,162.98
7,62,9,39.5,8,204.51
6,65,7,20.0,1,119.88
5,41,2,43.9,1,173.61
2,69,10,54.6,4,216.5
5,87,8,52.6,5,228.17
4,71,3,72.0,7,280.56
9,70,3,25.9,8,166.97
5,72,5,43.4,8,203.73
8,86,5,35.1,8,195.61
4,64,4,15.3,6,109.5
8,56,8,67.6,7,289.65
10,85,1,41.2,4,205.01
8,58,5,26.6,1,142.08
2,84,6,65.2,5,249.65
6,50,3,61.4,3,241.05
10,84,1,72.9,3,297.97
3,61,5,66.9,4,251.31
7,57,5,54.4,1,221.4
8,39,4,17.8,2,113.39
4,46,5,61.0,5,238.83
10,43,10,26.6,1,154.37
3,63,3,67.7,6,258.15
10,79,7,67.9,1,282.79
3,62,5,59.7,4,229.46
6,71,10,69.9,3,279.1
4,49,8,59.6,6,242.02
4,69,6,69.5,4,266.49
5,70,2,31.8,2,145.86
6,87,9,61.0,8,269.6
10,86,5,60.5,1,258.81
10,38,9,39.9,2,196.23
5,83,4,33.2,7,171.72
10,76,2,23.5,5,156.97
10,42,3,67.4,5,282.9
7,43,3,29.1,3,145.86
5,50,7,57.6,8,246.06
8,70,6,53.4,3,232.92
10,70,7,62.2,2,267.17
3,73,7,66.4,5,257.48
10,77,7,65.2,6,290.57
10,38,1,27.8,8,168.4
7,49,2,67.2,1,255.46
2,65,7,21.6,7,124.46
5,56,4,71.4,8,285.53
5,86,1,63.4,1,239.21
7,55,6,69.0,1,266.95
9,75,1,45.1,1,200.3
6,65,9,71.0,5,286.8
2,47,5,69.0,2,243.96
6,86,7,48.8,4,216.57
2,75,10,39.0,4,169.8
5,51,2,60.3,2,228.62
2,59,2,35.9,4,147.81
2,47,2,50.1,7,199.12
3,72,6,66.3,2,245.93
8,88,7,59.0,2,250.92
3,51,8,39.2,5,172.0
3,78,8,46.1,7,204.0
7,38,2,17.8,7,122.36
8,79,2,29.1,2,155.05
6,65,9,30.9,4,161.1
5,69,4,49.0,4,206.04
4,89,3,36.2,8,179.32
6,82,4,33.6,4,167.79
5,42,6,21.1,4,118.83
3,81,7,21.0,2,118.44
6,44,1,18.0,4,108.56
8,57,5,72.5,2,284.7
10,68,8,42.7,1,205.19
4,47,9,44.4,7,199.72
9,81,9,31.1,4,180.32
7,56,10,21.6,6,143.88
5,42,3,34.7,1,146.89
4,40,5,25.7,4,126.65
10,60,1,29.2,6,170.33
4,66,1,70.5,2,256.28
2,74,1,21.4,6,116.92
5,82,3,36.0,4,168.57
3,57,9,40.1,2,167.13
3,41,7,55.4,5,218.56
8,78,3,55.7,7,250.63
10,84,4,44.1,3,213.66
6,47,4,71.8,4,276.75
5,41,4,40.5,6,182.07
7,65,1,70.2,3,272.57
5,59,6,47.4,4,202.0
8,73,1,68.4,2,269.77
9,85,6,67.2,5,288.78
8,72,3,37.6,2,178.13
10,58,8,50.6,7,247.37
6,50,1,70.9,8,283.99
4,57,9,47.5,1,191.17
9,64,1,36.2,3,177.87
6,65,4,39.6,2,174.79
7,90,10,26.5,6,170.03
8,88,1,44.8,1,197.73
9,38,5,32.3,2,163.42
7,90,10,20.0,8,158.84
3,39,1,46.5,2,173.87
8,74,4,30.7,1,157.1
5,43,9,36.8,2,164.16
3,84,1,40.3,5,172.78
8,65,8,46.6,1,207.24
9,60,2,43.3,1,193.62
5,81,3,41.2,1,174.01
9,41,9,26.3,2,150.49
9,78,10,55.6,3,250.57
7,78,9,67.3,4,279.01
6,58,4,54.8,8,239.78
6,83,7,52.5,5,230.67
10,42,2,64.0,8,281.26
4,40,10,25.3,2,125.06
7,58,9,28.6,6,163.98
6,73,2,31.8,6,163.52
8,51,8,26.2,8,165.52
9,54,6,40.8,8,212.87
6,53,5,58.6,6,245.28
6,63,4,35.6,5,172.06
7,43,5,63.8,7,267.47
4,74,3,26.0,2,128.41
7,69,7,57.2,2,237.65
10,53,6,67.8,2,280.32
5,81,8,68.4,5,275.51
5,55,7,35.6,4,166.51
2,83,9,20.2,8,133.24
2,82,7,60.2,4,232.01
5,75,5,57.0,8,245.8
9,87,3,17.7,1,130.51
10,51,8,48.4,3,226.42
7,44,6,66.4,3,263.51
8,83,8,34.3,8,196.11
6,59,8,66.8,1,258.66
2,85,5,55.4,6,221.89
7,40,4,34.8,2,160.77
5,88,4,45.3,5,201.14
4,42,9,46.0,7,203.81
10,67,8,52.6,5,248.39
9,72,2,71.0,3,286.78
10,56,7,31.6,7,187.71
10,41,1,19.0,3,126.25
10,66,4,17.6,1,127.88
3,61,7,41.0,5,177.88
6,69,9,21.5,8,148.99
9,67,2,58.2,5,253.41
8,43,4,60.5,2,244.5
7,43,7,36.6,1,167.19
3,57,5,21.8,5,117.8
10,74,6,22.5,8,167.57
2,84,3,64.6,8,253.92
2,55,7,72.8,2,259.5
10,54,2,65.3,7,284.26
9,45,9,50.6,1,222.09
10,59,4,25.2,1,146.39
4,44,4,16.1,3,94.83
10,79,1,58.6,5,260.02
7,61,9,71.4,4,288.8
4,57,2,49.8,5,202.64
8,67,6,21.4,1,131.99
10,62,10,20.1,5,152.52
5,64,1,20.6,5,121.22
4,40,2,16.3,8,107.29
7,90,3,24.3,3,146.43
7,46,6,65.4,3,260.93
8,90,1,65.8,1,261.28
9,84,2,36.6,1,178.99
4,49,8,23.2,1,114.95
